ID,biEncoder score,crossEncoder score
,tensor([0.6949]),0.584213495
,tensor([0.7251]),0.806442678
,tensor([0.7165]),0.698640168
,tensor([0.9078]),0.996697307
FAB_245,,
,tensor([0.9903]),0.996289253
,tensor([0.9547]),0.996407092
,tensor([0.8300]),0.921330273
,tensor([0.8862]),0.995883763
,tensor([0.8276]),0.995398819
,tensor([0.9553]),0.996481895
,tensor([0.9137]),0.969271421
,tensor([0.9018]),0.947858214
,tensor([0.9150]),0.995723724
,tensor([0.9214]),0.966930568
,tensor([0.9328]),0.995720804
,tensor([0.7214]),0.908445835
,tensor([0.8194]),0.996445715
,tensor([0.9018]),0.995911241
,tensor([0.8089]),0.96166724
,tensor([0.8657]),0.996406138
,tensor([0.8105]),0.948678374
,tensor([0.8121]),0.995710373
,tensor([0.8740]),0.892186224
,tensor([0.8922]),0.952318072
,tensor([0.6745]),0.913150251
,tensor([0.9023]),0.981133819
,tensor([0.9390]),0.996661186
,tensor([0.8277]),0.995917261
,tensor([0.9809]),0.996506393
,tensor([0.9597]),0.993608952
,tensor([0.8621]),0.996073127
,tensor([0.8703]),0.879767597
,tensor([0.9241]),0.962719023
,tensor([0.8956]),0.943054557
,tensor([0.7923]),0.921367288
,tensor([0.9191]),0.99653244
,tensor([0.8121]),0.99553138
,tensor([0.6458]),0.927535594
,tensor([0.8218]),0.967123628
,tensor([0.9255]),0.993262708
,tensor([0.9252]),0.989477456
,tensor([0.9544]),0.995382249
,tensor([0.8689]),0.996544182
,tensor([0.9169]),0.996787786
,tensor([0.9108]),0.995986164
,tensor([0.8723]),0.976213872
,tensor([0.8458]),0.944039106
,tensor([0.8471]),0.960851789
,tensor([0.9333]),0.996552825
,tensor([0.7696]),0.911699355
,tensor([0.9597]),0.989435911
,tensor([0.8083]),0.552882016
,tensor([0.9724]),0.996674418
,tensor([0.8438]),0.99305433
,tensor([0.8621]),0.996406615
,tensor([0.8264]),0.962199569
,tensor([0.8092]),0.93838352
,tensor([0.8426]),0.941459894
,tensor([0.7785]),0.952994466
,tensor([0.8004]),0.996201217
,tensor([0.7578]),0.924188137
,tensor([0.8375]),0.964533091
,tensor([0.8362]),0.96088469
,tensor([0.8013]),0.957209647
,tensor([0.9547]),0.99651742
,tensor([0.6556]),0.954396725
,tensor([0.7625]),0.975434959
,tensor([0.8083]),0.975560546
,tensor([0.9033]),0.996237278
,tensor([0.8775]),0.996379673
,tensor([0.7919]),0.989203513
,tensor([0.7011]),0.901085734
,tensor([0.8308]),0.995505035
,tensor([0.9562]),0.996610582
,tensor([0.6316]),0.869756281
,tensor([0.8215]),0.992846906
,tensor([0.8836]),0.995806694
,tensor([0.8488]),0.995837569
FAB_246,,
,tensor([0.9397]),0.995756328
,tensor([0.7525]),0.755421638
,tensor([0.9308]),0.989691138
,tensor([0.6777]),0.7571522
,tensor([0.8808]),0.98316896
,tensor([0.7062]),0.76008606
,tensor([0.7437]),0.754801154
,tensor([0.9454]),0.994844794
,tensor([0.7426]),0.762222826
,tensor([0.9292]),0.995742381
,tensor([0.9307]),0.98999691
,tensor([0.7333]),0.752384365
,tensor([0.9096]),0.992352068
,tensor([0.7287]),0.76411438
,tensor([0.8772]),0.976842761
,tensor([0.9415]),0.969332218
,tensor([0.8775]),0.97811836
,tensor([0.8957]),0.984184384
,tensor([0.7310]),0.758708
,tensor([0.9054]),0.980328381
,tensor([0.9110]),0.934189856
,tensor([0.9269]),0.994076014
,tensor([0.8852]),0.980931103
,tensor([0.9219]),0.982425034
,tensor([0.9157]),0.994349062
,tensor([0.9262]),0.993323386
,tensor([0.9468]),0.994783938
,tensor([0.8887]),0.982541502
,tensor([0.8749]),0.978437006
,tensor([0.7167]),0.759015977
,tensor([0.7278]),0.750673771
,tensor([0.7469]),0.75025177
,tensor([0.8817]),0.982670128
,tensor([0.8909]),0.978049695
,tensor([0.6297]),0.759231031
,tensor([0.9310]),0.995752096
,tensor([0.9326]),0.995454669
,tensor([0.8951]),0.984694123
,tensor([0.9508]),0.990148008
,tensor([0.9387]),0.958920836
,tensor([0.9149]),0.992801905
,tensor([0.9375]),0.970082402
,tensor([0.9621]),0.995813787
,tensor([0.9095]),0.934741974
,tensor([0.6758]),0.771273494
,tensor([0.7189]),0.767736495
,tensor([0.9262]),0.959292054
,tensor([0.9304]),0.995886028
,tensor([0.7360]),0.695117712
,tensor([0.6826]),0.757966578
,tensor([0.6489]),0.759799302
,tensor([0.9410]),0.994845986
,tensor([0.8954]),0.988187373
,tensor([0.8756]),0.984407306
,tensor([0.8986]),0.943029761
,tensor([0.9580]),0.995572329
,tensor([0.9279]),0.994186401
,tensor([0.9189]),0.994710207
,tensor([0.9360]),0.990205467
,tensor([0.9321]),0.99252665
,tensor([0.9332]),0.995608509
,tensor([0.9233]),0.983145475
,tensor([0.9138]),0.959041893
,tensor([0.9450]),0.990796447
,tensor([0.9152]),0.994496524
,tensor([0.9278]),0.99028933
,tensor([0.9183]),0.994182408
,tensor([0.9192]),0.992586195
,tensor([0.7106]),0.757281303
,tensor([0.9317]),0.995342255
,tensor([0.8926]),0.986044884
,tensor([0.8863]),0.989953458
,tensor([0.9326]),0.995853782
,tensor([0.9078]),0.992072284
,tensor([0.9477]),0.989813745
,tensor([0.9499]),0.990400493
,tensor([0.9337]),0.99019134
,tensor([0.8643]),0.981538951
,tensor([0.9165]),0.990826428
,tensor([0.8072]),0.795649648
,tensor([0.9167]),0.993678033
,tensor([0.7323]),0.813094616
,tensor([0.9190]),0.993332326
,tensor([0.8240]),0.794963241
,tensor([0.9537]),0.995591521
,tensor([0.8904]),0.992938757
,tensor([0.9177]),0.984650075
,tensor([0.6341]),0.757415175
,tensor([0.8985]),0.935781777
,tensor([0.6916]),0.799330831
,tensor([0.8828]),0.977493048
,tensor([0.9198]),0.987457216
,tensor([0.9091]),0.975297153
,tensor([0.8831]),0.951581538
,tensor([0.9250]),0.958899021
FAB_247,,
,tensor([0.9530]),0.996752679
,tensor([0.8529]),0.90614593
,tensor([0.8728]),0.992470264
,tensor([0.9309]),0.979743838
,tensor([0.9561]),0.996776283
,tensor([0.9314]),0.99679023
,tensor([0.9681]),0.996715307
,tensor([0.7488]),0.947919965
,tensor([0.9596]),0.996279061
,tensor([0.8811]),0.962749183
,tensor([0.7848]),0.988377154
,tensor([0.7793]),0.979841471
,tensor([0.9590]),0.995190978
,tensor([0.9017]),0.994584978
,tensor([0.9011]),0.994473279
,tensor([0.9203]),0.995016158
,tensor([0.9099]),0.99658221
,tensor([0.9426]),0.994478464
,tensor([0.7868]),0.978606284
,tensor([0.9635]),0.996159673
,tensor([0.9560]),0.991468787
,tensor([0.8988]),0.965049863
,tensor([0.9163]),0.991167128
,tensor([0.9251]),0.995532155
,tensor([0.9686]),0.996430874
,tensor([0.8594]),0.897960782
,tensor([0.9406]),0.995802104
,tensor([0.9646]),0.995384872
,tensor([0.9243]),0.977226734
,tensor([0.8124]),0.841261685
,tensor([0.8730]),0.903046072
,tensor([0.8162]),0.921877027
,tensor([0.9218]),0.949492514
,tensor([0.8834]),0.971549392
,tensor([0.9087]),0.991904438
,tensor([0.9016]),0.966844499
,tensor([0.9716]),0.989540994
,tensor([0.9498]),0.921488047
,tensor([0.6658]),0.701769412
,tensor([0.9138]),0.994098186
,tensor([0.9124]),0.977774501
,tensor([0.9286]),0.996205807
,tensor([0.9445]),0.995243013
,tensor([0.8886]),0.980098248
,tensor([0.9128]),0.992379308
,tensor([0.9173]),0.958442152
,tensor([0.9550]),0.994578719
,tensor([0.9655]),0.996681631
,tensor([0.9636]),0.996320724
,tensor([0.8667]),0.971254528
,tensor([0.9526]),0.996056676
,tensor([0.9183]),0.971088052
,tensor([0.7082]),0.850036144
,tensor([0.9201]),0.981345713
,tensor([0.9292]),0.993730664
,tensor([0.9376]),0.995377064
,tensor([0.9027]),0.989518702
,tensor([0.9372]),0.99600035
,tensor([0.9356]),0.993857205
,tensor([0.7676]),0.96802026
FAB_248,,
,tensor([0.9626]),0.996812522
,tensor([0.9062]),0.991297603
,tensor([0.9698]),0.996806145
,tensor([0.8716]),0.993494928
,tensor([0.8342]),0.975952208
,tensor([0.8884]),0.989188492
,tensor([0.9682]),0.920331895
,tensor([0.9583]),0.996646464
,tensor([0.8240]),0.986671865
,tensor([0.9306]),0.994334221
,tensor([0.8994]),0.995659292
,tensor([0.8745]),0.748974979
,tensor([0.9536]),0.996771395
,tensor([0.9653]),0.996785164
,tensor([0.8336]),0.949388862
,tensor([0.8176]),0.916860223
,tensor([0.8376]),0.840165436
,tensor([0.9722]),0.98970443
,tensor([0.8612]),0.993561387
,tensor([0.9555]),0.696471035
,tensor([0.9802]),0.996435285
,tensor([0.8667]),0.646379769
,tensor([0.9082]),0.990371048
,tensor([0.8392]),0.976211607
,tensor([0.8900]),0.988104522
,tensor([0.9699]),0.91537559
,tensor([0.9435]),0.949014723
,tensor([0.9661]),0.921425223
,tensor([0.9596]),0.996736109
,tensor([0.8319]),0.755242765
,tensor([0.8523]),0.958348215
,tensor([0.7850]),0.72252202
,tensor([0.9756]),0.82461518
,tensor([0.8921]),0.956212461
,tensor([0.9612]),0.863568783
,tensor([0.9147]),0.903048694
,tensor([0.9022]),0.99594146
,tensor([0.8598]),0.99310267
,tensor([0.8344]),0.826384187
,tensor([0.9278]),0.978846073
,tensor([0.8264]),0.890257478
,tensor([0.9509]),0.984680235
,tensor([0.9441]),0.996787429
,tensor([0.8650]),0.986695766
,tensor([0.9648]),0.81790334
,tensor([0.7982]),0.949873328
,tensor([0.8069]),0.87581712
,tensor([0.8335]),0.890757799
,tensor([0.9313]),0.996649683
,tensor([0.8457]),0.980718017
,tensor([0.8296]),0.97127825
,tensor([0.8689]),0.747619987
,tensor([0.9451]),0.905014873
,tensor([0.9475]),0.996749997
,tensor([0.9558]),0.995280027
,tensor([0.9211]),0.99408251
,tensor([0.8995]),0.958160162
,tensor([0.9155]),0.995550513
,tensor([0.8038]),0.98626411
,tensor([0.8913]),0.838355243
,tensor([0.8485]),0.981330335
,tensor([0.9155]),0.9272421
,tensor([0.9798]),0.996504068
,tensor([0.9550]),0.873778284
,tensor([0.9569]),0.996686399
,tensor([0.9711]),0.989331126
,tensor([0.9538]),0.996684134
,tensor([0.8634]),0.889416099
,tensor([0.9523]),0.996593654
,tensor([0.9224]),0.99649328
,tensor([0.7844]),0.722565532
,tensor([0.9017]),0.919435859
,tensor([0.8410]),0.748667479
,tensor([0.8529]),0.701514184
,tensor([0.9184]),0.965123773
FAB_249,,
,tensor([0.9886]),0.996413052
,tensor([0.9505]),0.923769057
,tensor([0.9842]),0.988362968
,tensor([0.9610]),0.9165681
,tensor([0.9567]),0.991721153
,tensor([0.9784]),0.987409532
,tensor([0.9313]),0.917300165
,tensor([0.8897]),0.932950735
,tensor([0.9334]),0.92422998
,tensor([0.9462]),0.922087908
,tensor([0.9147]),0.994671285
,tensor([0.9536]),0.993360996
,tensor([0.9247]),0.925283611
,tensor([0.9419]),0.908875644
,tensor([0.9183]),0.996596634
,tensor([0.9341]),0.929538667
,tensor([0.8879]),0.926457942
,tensor([0.9498]),0.913232923
,tensor([0.9615]),0.996531665
,tensor([0.9150]),0.991772115
,tensor([0.9719]),0.951890349
,tensor([0.9568]),0.996130466
,tensor([0.9797]),0.996419668
,tensor([0.9747]),0.953610241
,tensor([0.9091]),0.996589184
,tensor([0.9424]),0.850169063
,tensor([0.9076]),0.996346414
,tensor([0.8934]),0.93406105
,tensor([0.9158]),0.99354893
,tensor([0.9462]),0.921190143
,tensor([0.9837]),0.996119857
,tensor([0.9335]),0.994862735
,tensor([0.8901]),0.972393334
,tensor([0.9231]),0.883100986
,tensor([0.9531]),0.931843698
,tensor([0.9123]),0.994659245
,tensor([0.9733]),0.995930135
,tensor([0.8600]),0.736623049
,tensor([0.9784]),0.994303763
,tensor([0.7795]),0.847614169
,tensor([0.8893]),0.909271002
,tensor([0.9669]),0.959377825
,tensor([0.8757]),0.824736595
,tensor([0.9662]),0.853428304
,tensor([0.9478]),0.992221177
,tensor([0.8825]),0.928661346
,tensor([0.9488]),0.907848954
,tensor([0.9185]),0.90969342
,tensor([0.8856]),0.919620574
,tensor([0.9019]),0.934459329
,tensor([0.9642]),0.952525496
,tensor([0.9419]),0.907124579
,tensor([0.9434]),0.891436577
,tensor([0.7192]),0.734251559
,tensor([0.9007]),0.833906472
,tensor([0.9256]),0.901823103
,tensor([0.9206]),0.92149049
,tensor([0.9017]),0.95825243
,tensor([0.9389]),0.91850841
,tensor([0.8472]),0.842905879
,tensor([0.8564]),0.78771168
,tensor([0.8544]),0.924635768
,tensor([0.9347]),0.9805547
,tensor([0.9399]),0.928525329
,tensor([0.9569]),0.996666968
,tensor([0.8998]),0.84207356
FAB_250,,
,tensor([0.9340]),0.996601224
,tensor([0.8193]),0.774506986
,tensor([0.8184]),0.809029222
,tensor([0.8349]),0.779498041
,tensor([0.8379]),0.954189599
,tensor([0.8610]),0.931525707
,tensor([0.9098]),0.975658476
,tensor([0.8596]),0.93736428
,tensor([0.9223]),0.982067347
,tensor([0.8899]),0.99215275
,tensor([0.8478]),0.896877468
,tensor([0.8272]),0.973645926
,tensor([0.8095]),0.764639795
,tensor([0.9128]),0.993923604
,tensor([0.7635]),0.904932141
,tensor([0.8530]),0.947169125
,tensor([0.7925]),0.662203252
,tensor([0.8815]),0.860184312
,tensor([0.7726]),0.786337018
,tensor([0.9365]),0.996558845
,tensor([0.7982]),0.678983092
FAB_251,,
,tensor([0.9193]),0.996712089
,tensor([0.9670]),0.973519564
,tensor([0.8454]),0.78665489
,tensor([0.8516]),0.761647642
,tensor([0.9096]),0.775883257
,tensor([0.9183]),0.780004621
,tensor([0.8654]),0.797412813
,tensor([0.7754]),0.789400637
,tensor([0.9529]),0.849841535
,tensor([0.8347]),0.674518406
,tensor([0.8202]),0.666641951
,tensor([0.7984]),0.766367614
,tensor([0.8851]),0.782092273
,tensor([0.9148]),0.921408594
,tensor([0.8594]),0.747681499
,tensor([0.7954]),0.601963341
,tensor([0.7893]),0.660618901
,tensor([0.9196]),0.818293035
,tensor([0.7857]),0.61870116
,tensor([0.7484]),0.637750149
,tensor([0.7346]),0.72805208
,tensor([0.9252]),0.818759024
,tensor([0.8594]),0.721830487
,tensor([0.7867]),0.701239824
FAB_252,,
,tensor([0.9405]),0.990863383
,tensor([0.8850]),0.826608062
,tensor([0.8629]),0.771540344
,tensor([0.8720]),0.789735854
,tensor([0.8928]),0.841757059
,tensor([0.9300]),0.943518817
,tensor([0.9281]),0.994277835
,tensor([0.8787]),0.840957165
,tensor([0.9248]),0.929493487
,tensor([0.9166]),0.99542588
,tensor([0.9260]),0.9901039
,tensor([0.9245]),0.992420256
,tensor([0.8722]),0.801672161
,tensor([0.8610]),0.793716669
,tensor([0.8866]),0.841237962
,tensor([0.9552]),0.992149115
,tensor([0.6560]),0.672292292
,tensor([0.9252]),0.925708175
,tensor([0.9225]),0.943204165
,tensor([0.9126]),0.983490884
,tensor([0.7104]),0.671780109
,tensor([0.6248]),0.733752728
,tensor([0.8622]),0.769209981
,tensor([0.9218]),0.91346705
,tensor([0.9449]),0.987952769
,tensor([0.9174]),0.928487718
,tensor([0.8687]),0.827602088
,tensor([0.8811]),0.837718904
,tensor([0.9158]),0.941259682
,tensor([0.9201]),0.989340723
,tensor([0.9099]),0.97826308
,tensor([0.9427]),0.985439181
,tensor([0.9164]),0.933353305
,tensor([0.8576]),0.81537658
,tensor([0.9385]),0.991982639
,tensor([0.9616]),0.989213884
,tensor([0.6237]),0.713754058
,tensor([0.6709]),0.651706755
,tensor([0.8637]),0.811992764
,tensor([0.9257]),0.987956822
,tensor([0.9567]),0.984795332
,tensor([0.9077]),0.94931978
,tensor([0.9340]),0.99172312
,tensor([0.8873]),0.862458706
,tensor([0.9078]),0.952406943
,tensor([0.9563]),0.993884027
,tensor([0.9108]),0.919817924
,tensor([0.9121]),0.945703685
,tensor([0.9211]),0.995362461
,tensor([0.9152]),0.992951334
,tensor([0.9281]),0.99416697
,tensor([0.6006]),0.621734262
,tensor([0.7310]),0.663704753
,tensor([0.9155]),0.951816022
,tensor([0.8705]),0.791833043
,tensor([0.9591]),0.979914486
,tensor([0.8230]),0.949416697
,tensor([0.9456]),0.968878806
,tensor([0.9108]),0.939050972
,tensor([0.9039]),0.935386717
,tensor([0.9452]),0.96683538
,tensor([0.8662]),0.899295449
,tensor([0.8557]),0.858656108
,tensor([0.9021]),0.948047876
,tensor([0.9461]),0.976070762
,tensor([0.9109]),0.932568967
,tensor([0.8761]),0.993142843
,tensor([0.9281]),0.980801642
,tensor([0.8320]),0.945479691
,tensor([0.8799]),0.990885556
,tensor([0.9169]),0.992101967
,tensor([0.9313]),0.993475974
,tensor([0.8669]),0.768283188
,tensor([0.8599]),0.776910543
,tensor([0.8610]),0.857438505
,tensor([0.5547]),0.76480335
,tensor([0.9578]),0.992448211
,tensor([0.9022]),0.929779649
,tensor([0.9510]),0.978821635
,tensor([0.9072]),0.994461417
,tensor([0.8949]),0.994277537
,tensor([0.9117]),0.941012502
,tensor([0.9133]),0.947879851
,tensor([0.9294]),0.948367655
,tensor([0.8335]),0.778739035
,tensor([0.9192]),0.990763009
,tensor([0.9286]),0.99285239
,tensor([0.5640]),0.753728807
,tensor([0.5974]),0.600501835
,tensor([0.8609]),0.789818048
FAB_253,,
,tensor([0.9420]),0.996664584
,tensor([0.8804]),0.870273471
,tensor([0.9115]),0.843453765
,tensor([0.9375]),0.996681631
,tensor([0.9640]),0.960847616
,tensor([0.9533]),0.948372483
,tensor([0.9205]),0.959130406
,tensor([0.8664]),0.88018918
,tensor([0.9181]),0.97998327
,tensor([0.9406]),0.957812607
,tensor([0.8589]),0.996365905
,tensor([0.8388]),0.950622857
,tensor([0.8567]),0.368279278
,tensor([0.9400]),0.936211646
,tensor([0.9724]),0.994315684
FAB_254,,
,tensor([0.9883]),0.996790588
,tensor([0.8930]),0.866578639
,tensor([0.9457]),0.867121756
,tensor([0.8513]),0.883534312
,tensor([0.9213]),0.85274595
,tensor([0.9279]),0.89628011
,tensor([0.9440]),0.912871718
,tensor([0.9898]),0.996747494
,tensor([0.9861]),0.996678472
,tensor([0.9865]),0.996688664
,tensor([0.9429]),0.932352662
,tensor([0.9297]),0.895031095
,tensor([0.9624]),0.986585498
,tensor([0.9352]),0.864207864
,tensor([0.9659]),0.985092461
,tensor([0.9638]),0.986927688
,tensor([0.8707]),0.830174506
,tensor([0.9621]),0.927501261
,tensor([0.8357]),0.707061529
,tensor([0.8858]),0.887355685
,tensor([0.9427]),0.996790111
,tensor([0.9370]),0.9968009
,tensor([0.9066]),0.836119473
,tensor([0.9375]),0.996685684
,tensor([0.9698]),0.982760549
,tensor([0.9621]),0.984740794
,tensor([0.9825]),0.996679425
,tensor([0.8433]),0.895543694
,tensor([0.9843]),0.996687591
,tensor([0.9527]),0.983699441
,tensor([0.9867]),0.996720731
,tensor([0.9705]),0.893371165
,tensor([0.9677]),0.927951157
FAB_255,,
,tensor([0.9811]),0.996589899
,tensor([0.9584]),0.981160104
,tensor([0.8957]),0.75245285
,tensor([0.9688]),0.937517464
,tensor([0.9810]),0.988834679
,tensor([0.9659]),0.987700224
,tensor([0.9452]),0.964398563
,tensor([0.9685]),0.995877504
,tensor([0.9437]),0.995813787
,tensor([0.9874]),0.996584177
,tensor([0.9888]),0.996070743
,tensor([0.8791]),0.980644882
,tensor([0.9959]),0.996762514
,tensor([0.9650]),0.996324182
,tensor([0.9172]),0.994906723
,tensor([0.9070]),0.996557772
,tensor([0.9553]),0.994593918
,tensor([0.9160]),0.933734357
,tensor([0.9360]),0.984330595
,tensor([0.9378]),0.907879531
,tensor([0.9803]),0.995118856
,tensor([0.9728]),0.936270356
,tensor([0.8909]),0.764366686
,tensor([0.9704]),0.991966665
,tensor([0.9632]),0.955612659
,tensor([0.8808]),0.988525331
,tensor([0.7114]),0.950797975
,tensor([0.9158]),0.993085861
,tensor([0.9420]),0.996619582
,tensor([0.8871]),0.696649551
,tensor([0.9419]),0.526238561
,tensor([0.9710]),0.956870079
,tensor([0.9574]),0.995075762
,tensor([0.9610]),0.978275418
,tensor([0.6949]),0.644681931
,tensor([0.7940]),0.760322988
,tensor([0.9747]),0.991230845
,tensor([0.9632]),0.996243477
,tensor([0.9703]),0.995159924
,tensor([0.9041]),0.977008402
,tensor([0.8743]),0.985311508
,tensor([0.6702]),0.903116822
,tensor([0.8910]),0.883191168
,tensor([0.8155]),0.990803719
,tensor([0.9022]),0.960963428
,tensor([0.8505]),0.99575609
,tensor([0.9657]),0.987259507
,tensor([0.9055]),0.754724979
,tensor([0.9004]),0.864469409
,tensor([0.9306]),0.975706577
,tensor([0.9643]),0.988266647
,tensor([0.7366]),0.530771792
,tensor([0.8949]),0.954366446
,tensor([0.9433]),0.988491535
,tensor([0.8726]),0.996374309
,tensor([0.8815]),0.996398449
,tensor([0.9406]),0.983785152
,tensor([0.9377]),0.8857342
,tensor([0.9692]),0.990954459
,tensor([0.8895]),0.744790733
,tensor([0.9374]),0.921935558
,tensor([0.9286]),0.996521711
,tensor([0.9742]),0.989304304
,tensor([0.9658]),0.959277153
,tensor([0.9653]),0.995558262
,tensor([0.6875]),0.919487715
,tensor([0.9448]),0.996071458
,tensor([0.9308]),0.995195925
,tensor([0.9189]),0.752139926
,tensor([0.9344]),0.771713972
,tensor([0.9539]),0.979163826
,tensor([0.9492]),0.986634135
,tensor([0.9451]),0.501118302
,tensor([0.8201]),0.978335559
,tensor([0.9364]),0.993929982
,tensor([0.9498]),0.985843599
,tensor([0.9467]),0.896760225
,tensor([0.8856]),0.990200102
,tensor([0.9436]),0.975575268
,tensor([0.8718]),0.913158655
FAB_256,,
,tensor([0.9966]),0.994943082
,tensor([0.9834]),0.924110651
,tensor([0.9478]),0.777599514
,tensor([0.9236]),0.792751491
,tensor([0.9120]),0.734688342
,tensor([0.9473]),0.915958464
,tensor([0.9848]),0.995832384
,tensor([0.9530]),0.757589877
,tensor([0.9669]),0.983232796
,tensor([0.9725]),0.937674105
,tensor([0.9783]),0.968971789
,tensor([0.9407]),0.82964921
,tensor([0.9470]),0.849267185
,tensor([0.8828]),0.673688769
,tensor([0.9287]),0.956890762
,tensor([0.9644]),0.982554615
,tensor([0.9676]),0.957735181
,tensor([0.9534]),0.944248021
,tensor([0.9855]),0.991552293
,tensor([0.9132]),0.763010144
,tensor([0.9736]),0.972258687
,tensor([0.9423]),0.955797791
,tensor([0.9174]),0.74653244
,tensor([0.9072]),0.757364035
,tensor([0.9625]),0.977586925
,tensor([0.8492]),0.845139861
,tensor([0.9191]),0.755185366
,tensor([0.8936]),0.688028693
,tensor([0.8953]),0.708466768
,tensor([0.9087]),0.804719627
,tensor([0.9144]),0.763337672
,tensor([0.8822]),0.760054708
,tensor([0.8196]),0.555193007
,tensor([0.9657]),0.946169257
,tensor([0.8956]),0.788242996
,tensor([0.9176]),0.776547432
,tensor([0.9192]),0.850505829
,tensor([0.9588]),0.928829432
,tensor([0.9420]),0.848151624
,tensor([0.9662]),0.992081881
,tensor([0.9331]),0.862881541
,tensor([0.9288]),0.847664416
,tensor([0.9609]),0.99556607
,tensor([0.9235]),0.848705351
,tensor([0.9610]),0.987146735
,tensor([0.9557]),0.91439265
,tensor([0.8712]),0.808997393
,tensor([0.9500]),0.915152192
,tensor([0.8943]),0.777710795
,tensor([0.9442]),0.894539058
,tensor([0.9009]),0.704222918
,tensor([0.9128]),0.806894064
,tensor([0.9081]),0.787950575
,tensor([0.9060]),0.717478454
,tensor([0.8494]),0.750212014
,tensor([0.9091]),0.937380016
,tensor([0.8641]),0.836652935
,tensor([0.9258]),0.754898787
,tensor([0.9136]),0.763918638
,tensor([0.9467]),0.905234277
,tensor([0.9293]),0.860064209
,tensor([0.9414]),0.8759408
,tensor([0.8587]),0.716521144
,tensor([0.8625]),0.716841519
,tensor([0.9036]),0.787370384
,tensor([0.9445]),0.794501722
,tensor([0.9521]),0.918299973
,tensor([0.8901]),0.714205444
,tensor([0.9266]),0.880672872
,tensor([0.8884]),0.742069483
FAB_257,,
,tensor([0.9852]),0.99604851
,tensor([0.9771]),0.967091739
,tensor([0.9094]),0.919081569
,tensor([0.9724]),0.963563681
,tensor([0.8838]),0.804651976
,tensor([0.9208]),0.928976357
,tensor([0.8917]),0.893327534
,tensor([0.9146]),0.91366154
,tensor([0.9431]),0.866630435
,tensor([0.9666]),0.961191535
,tensor([0.9375]),0.554722607
,tensor([0.9306]),0.868186474
,tensor([0.9693]),0.962841272
,tensor([0.8757]),0.965592146
,tensor([0.8709]),0.950651944
,tensor([0.9639]),0.993246019
,tensor([0.9875]),0.995097578
,tensor([0.9637]),0.961365283
,tensor([0.8067]),0.505689025
,tensor([0.9075]),0.954081833
,tensor([0.7512]),0.823376715
,tensor([0.9375]),0.958195508
,tensor([0.9471]),0.980876625
,tensor([0.9199]),0.851241767
,tensor([0.8484]),0.79386586
,tensor([0.9442]),0.915784419
,tensor([0.9147]),0.916365445
,tensor([0.9471]),0.819047928
,tensor([0.9799]),0.975417852
,tensor([0.9765]),0.957991242
,tensor([0.9005]),0.910879314
,tensor([0.9962]),0.996784091
,tensor([0.8701]),0.870020509
,tensor([0.9788]),0.980774462
,tensor([0.9579]),0.991749942
,tensor([0.9808]),0.981264353
,tensor([0.9361]),0.884170473
,tensor([0.9491]),0.985426545
,tensor([0.9380]),0.972284496
,tensor([0.9383]),0.972336888
,tensor([0.8422]),0.86779058
,tensor([0.8961]),0.923593581
,tensor([0.8131]),0.759680092
,tensor([0.9531]),0.873145819
,tensor([0.8590]),0.798182666
,tensor([0.9348]),0.879442334
,tensor([0.9257]),0.863382697
,tensor([0.8474]),0.503332555
,tensor([0.8955]),0.888822794
,tensor([0.8481]),0.891064346
FAB_258,,
,tensor([0.9971]),0.996509612
,tensor([0.9149]),0.949065447
,tensor([0.9581]),0.777933657
,tensor([0.9372]),0.77076441
,tensor([0.9782]),0.974627018
,tensor([0.9562]),0.761340737
,tensor([0.9004]),0.951110482
,tensor([0.8876]),0.937653363
,tensor([0.8833]),0.941429138
,tensor([0.9789]),0.97251457
,tensor([0.9866]),0.987592638
,tensor([0.7993]),0.919924378
,tensor([0.8979]),0.913392961
,tensor([0.9507]),0.942481637
,tensor([0.9855]),0.987693787
,tensor([0.8625]),0.94478178
,tensor([0.9542]),0.977558017
,tensor([0.9005]),0.807205975
,tensor([0.9207]),0.780783236
,tensor([0.8951]),0.945584357
,tensor([0.8839]),0.925226331
,tensor([0.9337]),0.757504225
,tensor([0.9761]),0.893035769
,tensor([0.9667]),0.989397049
,tensor([0.9346]),0.743549883
,tensor([0.9562]),0.744818985
,tensor([0.9222]),0.980677009
,tensor([0.8725]),0.944184721
,tensor([0.9806]),0.988773286
,tensor([0.9886]),0.995719254
,tensor([0.8635]),0.815167248
,tensor([0.9612]),0.97202152
,tensor([0.9261]),0.578383267
,tensor([0.9047]),0.778585017
,tensor([0.8138]),0.696538568
,tensor([0.8126]),0.927379727
,tensor([0.9043]),0.805143774
,tensor([0.9090]),0.809767723
,tensor([0.9204]),0.956936181
,tensor([0.9129]),0.951160073
,tensor([0.9643]),0.980473101
,tensor([0.9311]),0.943362355
,tensor([0.8258]),0.690909505
,tensor([0.9804]),0.971537888
,tensor([0.7739]),0.770255685
,tensor([0.8333]),0.791971564
,tensor([0.9639]),0.988646567
,tensor([0.9005]),0.815126777
,tensor([0.9730]),0.958940148
,tensor([0.9197]),0.944747448
,tensor([0.9683]),0.996069908
,tensor([0.8382]),0.814697623
,tensor([0.9878]),0.995955467
,tensor([0.8982]),0.790962636
,tensor([0.9660]),0.995958626
,tensor([0.9683]),0.994497478
,tensor([0.8886]),0.902288735
,tensor([0.9885]),0.994373441
